n,two,three,four,five,six,seven,eight,nine
289,2.302585093,10.53688473,1.386294361,26.31234386,3.135494216,41.80013032,1.609437912,8.288031568
290,2.48490665,10.72502795,0.6931471806,26.51213339,2.995732274,42.01157012,0,8.696008609
291,1.791759469,10.03661887,1.098612289,25.83319296,1.609437912,41.34208829,2.079441542,9.210840247
292,1.791759469,10.03976517,1.609437912,25.84263186,2.079441542,41.35781977,0.6931471806,8.704004653
293,2.890371758,11.14464053,1.098612289,26.96005281,3.433987204,42.48781226,0,7.607381426
294,0.6931471806,8.952605376,0,24.77837485,2.079441542,40.31646262,0.6931471806,8.996156562
295,2.772588722,11.03669449,1.386294361,26.87177582,0,42.41919773,1.386294361,9.561208489
296,0.6931471806,8.961879013,1.945910149,24.80619576,2.079441542,40.36283078,1.945910149,9.820377646
297,3.091042453,11.36590927,2.197224577,27.22252717,2.397895273,42.7915049,1.386294361,9.93498622
298,1.791759469,10.07373653,2.302585093,25.94454577,1.609437912,41.52767601,2.079441542,9.025455533
299,2.079441542,10.36495485,1.386294361,26.24283836,2.079441542,41.83304522,1.791759469,7.641564441
300,1.791759469,10.08079657,0,25.96572586,3.688879454,41.5629761,0.6931471806,7.642524134
301,1.386294361,9.677840871,0,25.56778772,0,41.17005383,1.098612289,8.74305305
302,0.6931471806,8.98619632,1.098612289,24.87914767,1.609437912,40.48441728,0,7.646353722
303,1.386294361,9.680843876,0,25.57679672,3.891820298,41.18506883,1.386294361,9.730086093
304,2.079441542,10.37698507,2.079441542,26.27892892,0,41.893196,1.791759469,8.348537825
305,1.791759469,10.09278472,0.6931471806,26.00169027,2.564949357,41.6229167,0,8.350429974
306,2.302585093,10.60757467,0.6931471806,26.52441277,1.098612289,42.15357694,0.6931471806,9.741439101
307,0.6931471806,9.001099726,2.079441542,24.92385788,2.079441542,40.55893428,1.098612289,9.460320577
308,2.302585093,10.61349185,1.791759469,26.54216423,2.397895273,42.18316259,0,9.059517482
309,2.63905733,10.95584646,1.386294361,26.89628924,1.609437912,42.54906555,1.791759469,8.369157113
310,2.302585093,10.62522219,0.6931471806,26.57735511,3.135494216,42.24181382,0,8.371010681
311,1.791759469,10.1182763,0.6931471806,26.07816489,1.386294361,41.75037422,2.079441542,7.679251426
312,2.48490665,10.81577026,0,26.78435867,3.091042453,42.46527615,0,10.17015026
313,0.6931471806,9.02737861,2.48490665,25.00269452,1.945910149,40.69032866,2.302585093,9.302463661
314,1.386294361,9.721965676,1.609437912,25.70016205,0,41.39067757,0,8.38935982
315,0.6931471806,9.03025631,0.6931471806,25.01132762,2.708050201,40.70471716,1.386294361,10.00423746
316,2.302585093,10.64256366,2.302585093,26.62937933,2.079441542,42.32852052,1.386294361,8.806124483
317,2.48490665,10.83012458,1.098612289,26.82742137,2.772588722,42.53704693,0,7.709308333
318,0.6931471806,9.041685006,0,25.0456137,3.218875825,40.76186062,2.302585093,9.097843341
319,2.772588722,11.12537886,1.386294361,27.13782617,1.386294361,42.86261039,0.6931471806,8.407378325
320,0.6931471806,9.05017162,0.6931471806,25.07107354,3.465735903,40.80429368,1.791759469,9.326789185
321,1.791759469,10.15066008,1.609437912,26.1753161,2.944438979,41.91229269,1.791759469,9.668587666
322,1.386294361,9.747535251,1.945910149,25.77687072,2.772588722,41.51852529,1.098612289,8.419800845
323,0.6931471806,9.055789612,0.6931471806,25.08792751,3.465735903,40.83238363,2.079441542,8.42156296
324,2.302585093,10.66802473,0.6931471806,26.70576224,1.609437912,42.4558249,1.945910149,7.729735331
325,2.079441542,10.44906237,0,26.49516028,2.833213344,42.25358071,2.197224577,7.730614066
326,2.890371758,11.26600138,0,27.32413066,1.609437912,43.0946008,0.6931471806,8.425077903
327,3.17805383,11.56331435,0.6931471806,27.64071821,2.564949357,43.43047998,1.945910149,7.733245647
328,1.386294361,9.77792433,0,25.86803791,2.197224577,41.67047051,1.098612289,8.833608483
329,1.791759469,10.18565444,1.098612289,26.28029906,3.135494216,42.08726405,1.386294361,8.430327258
330,2.079441542,10.47649893,0.6931471806,26.57746979,1.098612289,42.39076291,1.098612289,8.432070938
331,2.772588722,11.17504424,0.6931471806,27.28682096,1.791759469,43.1109328,2.302585093,9.351405812
332,0.6931471806,9.09963225,1.609437912,25.21945541,1.945910149,41.05159676,2.63905733,8.844047899
333,1.386294361,9.794119015,1.098612289,25.91662194,1.945910149,41.75144385,0,8.440744019
334,2.079441542,10.48993999,0.6931471806,26.61779289,1.386294361,42.45796793,2.079441542,9.542804587
335,2.772588722,11.18841342,1.791759469,27.32692817,2.564949357,43.17777758,1.386294361,8.447628728
336,0.6931471806,9.112948026,0.6931471806,25.25940273,0,41.11817562,0,8.449342525
337,1.386294361,9.807417084,0.6931471806,25.95651612,3.135494216,41.81793413,1.791759469,9.368625351
338,2.079441542,10.50320279,1.609437912,26.65758119,4.025351691,42.52428163,2.197224577,8.861208337
339,1.791759469,10.21859022,1.098612289,26.37910627,1.098612289,42.25194254,2.197224577,9.964911855
340,1.791759469,10.22121375,2.197224577,26.38697684,2.079441542,42.26506014,1.386294361,8.871365005
341,1.386294361,9.817929664,1.098612289,25.98805385,1.609437912,41.87049697,1.945910149,8.468002947
342,2.48490665,10.92002173,0.6931471806,27.0971115,1.098612289,42.98652824,1.791759469,9.163667964
343,0.6931471806,9.131297165,1.386294361,25.31445014,2.302585093,41.20992129,0.6931471806,8.878915377
344,3.091042453,11.5343738,1.098612289,27.72791174,2.397895273,43.63379754,1.386294361,7.781973234
345,1.791759469,10.24110199,0,26.44664151,2.833213344,42.36450116,2.079441542,8.882252885
346,0.6931471806,9.144200569,1.098612289,25.35316035,1.945910149,41.2744383,1.386294361,7.785305183
347,1.791759469,10.2445208,0,26.45689792,2.944438979,42.38159515,1.945910149,8.479698987
348,1.386294361,9.841186526,0.6931471806,26.0578244,2.564949357,41.98678117,0,8.481358738
349,1.791759469,10.24877794,0.6931471806,26.46966932,1.945910149,42.40288079,1.791759469,9.176990392
350,2.63905733,11.10031489,1.386294361,27.32969159,2.772588722,43.27139792,2.302585093,8.892199092
351,1.791759469,10.25723822,1.098612289,26.49505015,0,42.44518214,1.791759469,9.406318255
352,1.386294361,9.853877052,1.609437912,26.09589596,3.871201011,42.05023374,0,9.747710551
353,0.6931471806,9.161990111,1.945910149,25.40652897,1.609437912,41.36338599,0,7.805067044
354,1.791759469,10.26228025,0,26.51017622,2.397895273,42.47039222,2.079441542,9.754233199
355,1.386294361,9.858908509,1.945910149,26.11099032,2.708050201,42.075391,1.386294361,9.19907718
356,1.791759469,10.26646261,1.386294361,26.52272328,2.079441542,42.49130396,2.197224577,8.914222821
357,2.48490665,10.96335901,1.098612289,27.22712278,0,43.20321278,2.197224577,8.510772624
358,1.791759469,10.27394705,0.6931471806,26.54517658,2.079441542,42.52872609,0.6931471806,9.206332351
359,1.791759469,10.27642947,1.386294361,26.55262382,3.135494216,42.54113816,1.098612289,9.61580548
360,2.63905733,11.12785105,1.791759469,27.4122996,1.791759469,43.40907714,2.197224577,8.520388082
361,1.386294361,9.87878494,0.6931471806,26.17061959,2.397895273,42.17477306,1.945910149,8.521981708
362,1.791759469,10.28629797,0.6931471806,26.5822293,2.079441542,42.59048056,0,9.217514576
363,2.48490665,10.98312087,1.386294361,27.28640813,2.833213344,43.30202128,0,7.833203949
364,2.079441542,10.58172412,0,26.89314473,1.945910149,42.91688679,2.397895273,7.833996342
365,1.791759469,10.29688008,0,26.61397559,2.397895273,42.643391,1.386294361,9.222268943
366,1.386294361,9.893437217,1.386294361,26.2145764,2.079441542,42.24803438,1.098612289,9.225426009
367,3.258096538,11.77128171,1.386294361,28.10453212,3.044522438,44.15013681,1.609437912,8.534640105
368,2.890371758,11.41235347,0.6931471806,27.76318254,1.945910149,43.82634665,0.6931471806,10.04303208
369,2.302585093,10.83012458,2.197224577,27.19206028,0,43.26631914,1.609437912,8.94910547
370,2.079441542,10.61053764,1.098612289,26.97958514,0,43.06095389,0,7.852050207
371,1.386294361,9.919754525,0,26.29352829,3.663561646,42.37962081,2.302585093,9.801067155
372,1.791759469,10.32718543,1.945910149,26.70489156,2.079441542,42.79491746,0.6931471806,7.858254182
373,0.6931471806,9.230142999,0,25.61098761,3.17805383,41.70415035,2.772588722,9.470008698
374,1.791759469,10.33032269,1.609437912,26.71430332,3.555348061,42.81060372,0,9.811098103
375,3.091042453,11.6350723,1.945910149,28.03000316,2.63905733,44.13727641,2.079441542,9.816457994
376,2.48490665,11.03553462,1.945910149,27.44364876,3.135494216,43.56408801,1.098612289,8.56712556
377,0.6931471806,9.246479419,0.6931471806,25.65999686,2.564949357,41.78583243,1.945910149,8.568646473
378,2.772588722,11.32938717,0.6931471806,27.74984634,1.098612289,43.88263605,1.609437912,7.876638461
379,2.079441542,10.64084299,0,27.07050104,2.079441542,43.21248015,0,9.264828557
380,1.386294361,9.949989386,1.386294361,26.38423284,2.397895273,42.530795,1.945910149,9.828602355
381,2.48490665,11.05165162,1.945910149,27.4919996,1.609437912,43.64467246,2.079441542,9.27312736
382,2.63905733,11.21073871,0.6931471806,27.66096131,3.17805383,43.82351121,1.386294361,9.276128113
383,2.302585093,10.87880162,0.6931471806,27.33809106,1.791759469,43.50970317,2.397895273,8.585225602
384,0.6931471806,9.2716236,1.386294361,25.7354294,0,41.91155332,1.609437912,9.280612425
385,1.386294361,9.965898813,0.6931471806,26.4319611,2.833213344,42.61034207,0.6931471806,8.589699882
386,2.079441542,10.66129825,1.386294361,27.13186672,3.465735903,43.31475613,1.609437912,7.897668151
387,1.791759469,10.37623741,0.6931471806,26.85204736,1.945910149,43.04017692,0,7.898411093
388,1.791759469,10.37847872,0,26.8587713,0.6931471806,43.05138348,0,8.592671653
389,1.386294361,9.974877549,0,26.4588973,2.63905733,42.65523571,1.945910149,8.594154233
390,0.6931471806,9.282847063,0.6931471806,25.76909979,0,41.96767062,2.564949357,9.00146948
391,1.386294361,9.977109692,0.6931471806,26.46559373,3.17805383,42.66639643,0.6931471806,7.904334842
392,1.791759469,10.38443112,1.098612289,26.87662848,2.197224577,43.08114543,2.833213344,8.59858883
393,2.079441542,10.67470627,0,27.17209073,0.6931471806,43.38179604,0,9.700146629
394,1.386294361,9.983776384,0.6931471806,26.48559379,3.988984047,42.69972986,0,9.010302809
395,0.6931471806,9.29173601,1.791759469,25.79576662,3.135494216,42.01211535,2.197224577,9.524055621
396,1.791759469,10.39182214,1.098612289,26.89880152,2.079441542,43.11810045,0.6931471806,9.998797732
397,2.302585093,10.90558894,1.609437912,27.41845283,3.688879454,43.64363913,1.945910149,9.021960501
398,0.6931471806,9.298351249,2.079441542,25.81561234,3.465735903,42.04519154,2.079441542,7.924795914
399,2.302585093,10.90998455,1.098612289,27.43163963,1.609437912,43.66561709,1.098612289,8.619027497
400,2.079441542,10.69012508,0,27.21834709,1.386294361,43.45888986,0,8.620471541
401,1.386294361,9.999161303,0.6931471806,26.53174853,2.63905733,42.7766544,1.609437912,8.621913502
402,2.63905733,11.25519047,0.6931471806,27.794316,2.833213344,44.04576803,0.6931471806,8.623353387
403,2.302585093,10.92305663,0.6931471806,27.47085579,3.17805383,43.73097721,0,8.624791202
404,2.48490665,11.10933859,0.6931471806,27.66505994,1.609437912,43.93310542,2.302585093,9.320091236
405,0.6931471806,9.320091236,0.6931471806,25.88083229,2.944438979,42.15389145,1.609437912,9.322954516
406,1.791759469,10.42013619,1.386294361,26.9837436,1.098612289,43.25967048,0,7.938445551
407,1.386294361,10.01645903,1.386294361,26.5836417,3.36729583,42.86314298,1.386294361,7.939158818
408,0.6931471806,9.324383088,0,25.89370785,0,42.17535071,1.386294361,8.633374946
409,2.772588722,11.40703147,0,27.9827779,2.995732274,44.27085304,1.098612289,9.734832187
410,2.63905733,11.27882207,0.6931471806,27.86521052,3.295836866,44.16392507,1.386294361,9.332911924
411,1.386294361,10.02923876,1.791759469,26.62198087,2.772588722,42.92704157,2.079441542,8.641885635
412,1.791759469,10.43646598,1.386294361,27.03273294,0,43.34131931,0,7.949797216
413,2.079441542,10.72660981,0.6931471806,27.32780114,3.135494216,43.64131303,0,10.9012661
414,1.791759469,10.44138345,0,27.04748533,2.197224577,43.36590661,1.386294361,7.963807953
415,1.386294361,10.03766873,2.944438979,26.64727079,2.708050201,42.96919142,1.945910149,9.063810579
416,2.890371758,11.54558625,0,28.16287788,1.945910149,44.49250055,1.791759469,10.53568975
417,2.079441542,10.73917542,1.098612289,27.36549792,0,43.70414092,0.6931471806,9.074864232
418,2.302585093,10.96543586,2.564949357,27.59799319,0,43.94287244,1.386294361,9.36494809
419,1.791759469,10.45737267,1.098612289,27.09545295,3.135494216,43.44585259,1.386294361,9.367685943
420,1.791759469,10.45943949,1.386294361,27.10165343,0,43.45618671,0,7.983098941
421,2.079441542,10.74952748,1.386294361,27.39655406,2.48490665,43.75590108,1.609437912,9.083075021
422,2.302585093,10.97575587,0,27.62895316,2.63905733,43.99447228,2.833213344,9.373139262
423,2.48490665,11.1618349,1.098612289,27.8225484,3.044522438,44.19558541,0.6931471806,9.37585481
424,2.63905733,11.32040811,1.386294361,27.98996813,2.833213344,44.3718536,1.791759469,7.99125393
425,1.386294361,10.07069547,1.386294361,26.74635097,3.135494216,43.13432501,1.609437912,10.07373653
426,1.791759469,10.4778512,0,27.1568885,1.945910149,43.5482451,1.386294361,10.39858006
427,1.791759469,10.47987617,2.079441542,27.16296342,1.386294361,43.55836996,2.197224577,9.39199504
428,0.6931471806,9.382611593,2.397895273,26.06839335,2.995732274,42.46649319,1.609437912,8.007367068
429,3.33220451,12.02670672,1.386294361,28.72258595,3.713572067,45.13081243,1.791759469,9.618800989
430,0.6931471806,9.392661929,0,26.09854436,2.079441542,42.51674486,2.079441542,8.70483391
431,2.302585093,11.00409784,1.609437912,27.71397893,1.609437912,44.13618164,1.098612289,9.399968504
432,2.079441542,10.78394383,0.6931471806,27.49980299,2.397895273,43.92798242,0.6931471806,8.015327309
433,1.386294361,10.09278472,1.386294361,26.8126187,1.945910149,43.2447712,1.098612289,9.115260166
434,2.63905733,11.34852241,0,28.07431072,2.833213344,44.51242408,1.098612289,9.628721705
435,1.386294361,10.09872533,1.098612289,26.83044053,2.079441542,43.27447424,0,9.632006859
436,2.079441542,10.7938449,1.609437912,27.52950617,3.17805383,43.97748766,1.609437912,8.718009331
437,2.48490665,11.2025887,1.609437912,27.94480948,1.609437912,44.39935333,0,9.819236
438,1.791759469,10.51238318,0.6931471806,27.26048438,2.302585093,43.72090479,1.945910149,8.723231275
439,2.48490665,11.20846339,1.791759469,27.96243351,0,44.42872664,1.791759469,8.03106018
440,1.386294361,10.11245104,0.6931471806,26.87161764,2.079441542,43.34310273,1.098612289,9.130972437
441,1.791759469,10.51953768,0,27.28194787,2.772588722,43.75667725,0,9.644392937
442,2.995732274,11.72771421,1.098612289,28.49854132,2.397895273,44.98170024,0,10.2367045
443,2.302585093,11.03939563,1.609437912,27.81987209,1.386294361,44.31266992,1.386294361,9.836064876
444,0.6931471806,9.431882642,2.197224577,26.21620649,3.465735903,42.7128484,1.386294361,8.740016692
445,2.772588722,11.51420465,1.791759469,28.30429585,0,44.8067137,1.386294361,8.741296282
446,3.258096538,12.00640145,0.6931471806,28.80988113,1.945910149,45.32570144,1.386294361,9.436359784
447,1.386294361,10.13934988,0.6931471806,26.95231413,0,43.47759683,1.945910149,9.662370949
448,0.6931471806,9.447150114,1.386294361,26.2620089,3.17805383,42.78918575,0,9.15408743
449,2.48490665,11.24111674,1.609437912,28.06039332,3.36729583,44.59199258,1.386294361,10.13840156
450,1.791759469,10.5508002,1.098612289,27.37573536,1.386294361,43.91298963,1.386294361,9.449042262
451,1.386294361,10.14690421,2.079441542,26.97497712,3.912023005,43.51536848,1.098612289,8.757783656
452,2.48490665,11.24802198,1.386294361,28.08110898,2.890371758,44.62651861,2.564949357,9.164819857
453,1.791759469,10.55768598,0.6931471806,27.39639271,3.555348061,43.94741852,1.386294361,10.26719273
454,2.079441542,10.84754908,1.098612289,27.69061853,2.944438979,44.24600797,2.48490665,10.78549735
455,1.386294361,10.15626757,2.197224577,27.0030672,1.609437912,43.56218527,1.386294361,9.46962297
456,2.079441542,10.85127695,2.708050201,27.70180213,3.135494216,44.26464728,1.098612289,8.084870629
457,3.091042453,11.86751824,1.386294361,28.72733417,0,45.29948339,0,10.16708183
458,0.6931471806,9.473319832,0,26.34051805,3.218875825,42.92003432,1.609437912,8.783855897
459,1.386294361,10.1673891,2.079441542,27.03643176,1.945910149,43.61779286,0,9.884916167
460,0.6931471806,9.47516315,0.6931471806,26.346048,2.564949357,42.92925091,0,8.788745882
461,2.48490665,11.26906887,1.791759469,28.14424951,2.302585093,44.73175258,2.197224577,8.096512918
462,3.33220451,12.12247362,0.6931471806,29.00988283,1.791759469,45.60963418,0,8.097121931
463,0.6931471806,9.487972109,0,26.38447488,2.890371758,42.99329569,2.302585093,9.196951135
464,1.791759469,10.58779578,0,27.48672206,1.386294361,44.09796736,2.079441542,9.198773736
465,1.791759469,10.58961012,1.098612289,27.49216506,3.044522438,44.10703902,0.6931471806,8.794824928
466,1.791759469,10.59142117,1.098612289,27.4975982,3.091042453,44.11609425,1.098612289,9.201804041
467,1.386294361,10.18746276,0.6931471806,27.09665275,2.890371758,43.71816115,0,8.104401308
468,1.791759469,10.59443231,1.098612289,27.50663162,3.663561646,44.13114995,1.098612289,9.204221691
469,0.6931471806,9.497021944,0,26.41162438,1.386294361,43.03854487,1.609437912,9.2060311
470,2.48490665,11.29088131,1.098612289,28.20968668,2.079441542,44.84081429,1.098612289,10.4139131
471,1.386294361,10.19466351,1.098612289,27.118255,1.609437912,43.75416488,1.945910149,8.808070155
472,2.48490665,11.29566458,2.302585093,28.22403645,2.772588722,44.86473052,0,9.726452
473,0.6931471806,9.505990614,0.6931471806,26.43853039,2.079441542,43.08338821,1.609437912,8.118802997
474,2.302585093,11.11721265,1.609437912,28.05332278,2.197224577,44.70175379,0.6931471806,9.91264549
475,0.6931471806,9.50955568,0,26.44922559,1.945910149,43.10121354,0,8.8164085
476,2.772588722,11.59166271,1.791759469,28.53666909,3.17805383,45.19400087,1.098612289,8.817594036
477,0.6931471806,9.514879561,0.6931471806,26.46519723,2.564949357,43.12783294,0,8.818778169
478,2.772588722,11.59697245,0.6931471806,28.55259827,2.890371758,45.22054941,1.386294361,10.6146711
479,1.791759469,10.61937422,0.6931471806,27.58145732,0,44.25585937,2.079441542,9.232786561
480,2.995732274,11.82715209,2.48490665,28.79685308,2.772588722,45.47888338,2.197224577,8.135346949
481,2.772588722,11.60925331,1.098612289,28.58944071,2.079441542,45.28195324,1.945910149,9.523105225
482,2.079441542,10.91958742,0,27.90673334,1.945910149,44.60619897,1.945910149,8.831711918
483,1.386294361,10.22817635,1.386294361,27.21879348,1.386294361,43.92172899,1.791759469,8.139440522
484,0.6931471806,9.535896097,0.6931471806,26.52824683,0.6931471806,43.23291561,1.098612289,9.239219332
485,1.386294361,10.22990945,0,27.22399279,2.397895273,43.9303945,0.6931471806,8.141772205
486,0.6931471806,9.537627699,1.098612289,26.53344164,3.713572067,43.24157362,2.197224577,10.22383041
487,3.091042453,11.93897721,0,28.94170952,1.945910149,45.65677309,2.833213344,8.146998697
488,2.079441542,10.93167738,2.079441542,27.94300318,1.098612289,44.66664865,1.098612289,9.534740027
489,2.48490665,11.33999963,0,28.35704134,3.610917913,45.08640488,0,9.537050831
490,1.791759469,10.64941692,1.386294361,27.67158537,1.945910149,44.40607271,0.6931471806,9.539356308
491,2.302585093,11.16251656,1.386294361,28.18923434,0,44.92827273,1.791759469,9.947695807
492,0.6931471806,9.554780778,1.386294361,26.58490087,2.772588722,43.327339,2.302585093,9.951134206
493,1.386294361,10.24877794,1.791759469,27.28059823,0,44.02473688,0,9.260558088
494,1.791759469,10.65565807,1.791759469,27.69030882,1.945910149,44.43727846,0,9.262268465
495,0.6931471806,9.558176367,1.098612289,26.59508764,2.772588722,43.34431695,1.386294361,9.551942286
496,1.791759469,10.65791796,1.098612289,27.69708848,1.098612289,44.44857789,1.386294361,8.167068178
497,2.302585093,11.17099838,1.386294361,28.21467975,3.044522438,44.97068169,2.079441542,8.167635715
498,0.6931471806,9.563248229,0,26.61030323,3.36729583,43.36967625,1.386294361,8.861633598
499,2.48490665,11.35697316,0,28.40796184,2.944438979,45.17127223,2.079441542,8.169336396
500,2.302585093,11.17773241,0.6931471806,28.23488182,2.564949357,45.00435176,0.6931471806,9.269080867
